"surv_year","disease_week","species","pool_size","WNV","ctval","state"
2023,33,"Culex pipiens/restuans/salinarius",50,1,35.8,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,37.1,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,30,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,34.3,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,35.5,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,38.2,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,36.3,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,23.7,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,34.5,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,38.6,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,36.4,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",50,1,36.9,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",27,1,28.5,"Nebraska"
2023,33,"Culex pipiens/restuans/salinarius",47,1,0,"Nebraska"
2023,33,"Culex tarsalis",50,1,38.3,"Nebraska"
2023,33,"Culex tarsalis",33,1,19.3,"Nebraska"
2023,33,"Culex tarsalis",36,1,20.8,"Nebraska"
2023,34,"Culex tarsalis",50,1,27.2,"Nebraska"
2023,34,"Culex tarsalis",50,1,26.5,"Nebraska"
2023,34,"Culex tarsalis",50,1,24.7,"Nebraska"
2023,34,"Culex tarsalis",50,1,29.5,"Nebraska"
2023,34,"Culex pipiens/restuans/salinarius",50,1,26.3,"Nebraska"
2023,34,"Culex pipiens/restuans/salinarius",50,1,31.5,"Nebraska"
2023,34,"Culex tarsalis",50,1,24.5,"Nebraska"
2023,34,"Culex tarsalis",50,1,23.9,"Nebraska"
2023,34,"Culex tarsalis",27,1,24.5,"Nebraska"
2023,34,"Culex tarsalis",50,1,27.4,"Nebraska"
2023,34,"Culex pipiens/restuans/salinarius",50,1,28.4,"Nebraska"
2023,34,"Culex tarsalis",30,1,20.7,"Nebraska"
2023,34,"Culex tarsalis",9,1,23.9,"Nebraska"
2023,34,"Culex pipiens/restuans/salinarius",50,1,27.2,"Nebraska"
2023,34,"Culex tarsalis",43,1,23.9,"Nebraska"
2023,34,"Culex tarsalis",27,1,26.4,"Nebraska"
2023,34,"Culex tarsalis",37,1,23.1,"Nebraska"
2023,35,"Culex pipiens/restuans/salinarius",42,1,22.1,"Nebraska"
2023,35,"Culex tarsalis",6,1,37.4,"Nebraska"
2023,35,"Culex tarsalis",36,1,19.1,"Nebraska"
2023,35,"Culex pipiens/restuans/salinarius",50,1,22.2,"Nebraska"
2023,35,"Culex tarsalis",18,1,20.1,"Nebraska"
2023,35,"Culex pipiens/restuans/salinarius",39,1,18.9,"Nebraska"
2023,35,"Culex pipiens/restuans/salinarius",1,1,37.1,"Nebraska"
2023,35,"Culex tarsalis",5,1,16.8,"Nebraska"
2023,35,"Culex tarsalis",28,1,19.8,"Nebraska"
2023,36,"Culex pipiens/restuans/salinarius",22,1,32.58,"Nebraska"
2023,36,"Culex tarsalis",10,1,24.42,"Nebraska"
2023,36,"Culex pipiens/restuans/salinarius",15,1,25.32,"Nebraska"
2023,36,"Culex tarsalis",17,1,24.84,"Nebraska"
2023,36,"Culex pipiens/restuans/salinarius",7,1,20.79,"Nebraska"
2023,36,"Culex pipiens/restuans/salinarius",9,1,21.89,"Nebraska"
2023,36,"Culex tarsalis",4,1,19.84,"Nebraska"
2023,37,"Culex pipiens/restuans/salinarius",50,1,38.1,"Nebraska"
2023,37,"Culex tarsalis",35,1,37.9,"Nebraska"
2023,37,"Culex pipiens/restuans/salinarius",1,1,19.2,"Nebraska"
2023,37,"Culex pipiens/restuans/salinarius",17,1,23.3,"Nebraska"
2023,37,"Culex pipiens/restuans/salinarius",30,1,31.9,"Nebraska"
2023,38,"Culex pipiens/restuans/salinarius",4,1,19.14,"Nebraska"
2023,38,"Culex pipiens/restuans/salinarius",2,1,19.64,"Nebraska"
2023,39,"Culex pipiens/restuans/salinarius",6,1,24.3,"Nebraska"
2024,24,"Culex tarsalis",21,1,35.3,"Nebraska"
2024,24,"Culex tarsalis",26,1,20.4,"Nebraska"
2024,26,"Culex tarsalis",19,1,25.28,"Nebraska"
2024,27,"Culex pipiens/restuans/salinarius",13,1,27.3,"Nebraska"
2024,27,"Culex tarsalis",38,1,28.7,"Nebraska"
2024,28,"Culex tarsalis",50,1,23.4,"Nebraska"
2024,28,"Culex tarsalis",47,1,30.5,"Nebraska"
2024,28,"Culex tarsalis",50,1,26.4,"Nebraska"
2024,28,"Culex tarsalis",1,1,37.4,"Nebraska"
2024,28,"Culex tarsalis",31,1,21.3,"Nebraska"
2024,29,"Culex tarsalis",50,1,26.1,"Nebraska"
2024,29,"Culex tarsalis",50,1,26.5,"Nebraska"
2024,29,"Culex tarsalis",50,1,21,"Nebraska"
2024,29,"Culex tarsalis",50,1,25.8,"Nebraska"
2024,29,"Culex tarsalis",50,1,25.7,"Nebraska"
2024,29,"Culex tarsalis",50,1,27.8,"Nebraska"
2024,29,"Culex tarsalis",50,1,23.6,"Nebraska"
2024,29,"Culex tarsalis",50,1,37.6,"Nebraska"
2024,30,"Culex tarsalis",50,1,33.9,"Nebraska"
2024,30,"Culex tarsalis",43,1,30.9,"Nebraska"
2024,31,"Culex tarsalis",50,1,34.4,"Nebraska"
2024,31,"Culex tarsalis",50,1,38.8,"Nebraska"
2024,31,"Culex tarsalis",50,1,26.6,"Nebraska"
2024,31,"Culex tarsalis",50,1,25.3,"Nebraska"
2024,31,"Culex pipiens/restuans/salinarius",35,1,23.2,"Nebraska"
2024,31,"Culex pipiens/restuans/salinarius",50,1,28.6,"Nebraska"
2024,31,"Culex pipiens/restuans/salinarius",31,1,27.3,"Nebraska"
2024,32,"Culex tarsalis",19,1,21.9,"Nebraska"
2024,32,"Culex tarsalis",50,1,28,"Nebraska"
2024,32,"Culex pipiens/restuans/salinarius",20,1,22.1,"Nebraska"
2024,32,"Culex tarsalis",4,1,23,"Nebraska"
2024,32,"Culex tarsalis",49,1,22.5,"Nebraska"
2024,33,"Culex tarsalis",29,1,21.1,"Nebraska"
2024,33,"Culex pipiens/restuans/salinarius",1,1,25.8,"Nebraska"
2024,33,"Culex tarsalis",50,1,32.2,"Nebraska"
2024,33,"Culex tarsalis",50,1,25.6,"Nebraska"
2024,33,"Culex tarsalis",50,1,30.9,"Nebraska"
2024,33,"Culex pipiens/restuans/salinarius",40,1,34.3,"Nebraska"
2024,33,"Culex pipiens/restuans/salinarius",50,1,19.8,"Nebraska"
2024,33,"Culex pipiens/restuans/salinarius",50,1,21.4,"Nebraska"
2024,33,"Culex pipiens/restuans/salinarius",12,1,22.38,"Nebraska"
2024,34,"Culex pipiens/restuans/salinarius",4,1,18.7,"Nebraska"
2024,34,"Culex tarsalis",18,1,19.1,"Nebraska"
2024,34,"Culex tarsalis",22,1,22.3,"Nebraska"
2024,34,"Culex tarsalis",34,1,28.6,"Nebraska"
2024,34,"Culex tarsalis",16,1,20.5,"Nebraska"
2024,34,"Culex tarsalis",50,1,21.9,"Nebraska"
2024,34,"Culex pipiens/restuans/salinarius",34,1,31.3,"Nebraska"
2024,34,"Culex tarsalis",50,1,35.1,"Nebraska"
2024,34,"Culex tarsalis",50,1,23.6,"Nebraska"
2024,34,"Culex pipiens/restuans/salinarius",50,1,25.9,"Nebraska"
2024,34,"Culex pipiens/restuans/salinarius",46,1,20.9,"Nebraska"
2024,34,"Culex pipiens/restuans/salinarius",42,1,36.2,"Nebraska"
2024,34,"Culex tarsalis",50,1,21.5,"Nebraska"
2024,34,"Culex tarsalis",50,1,22.6,"Nebraska"
2024,34,"Culex tarsalis",50,1,23.1,"Nebraska"
2024,34,"Culex tarsalis",50,1,21.6,"Nebraska"
2024,34,"Culex tarsalis",47,1,23.1,"Nebraska"
2024,34,"Culex tarsalis",50,1,24.4,"Nebraska"
2024,35,"Culex tarsalis",44,1,27.3,"Nebraska"
2024,35,"Culex tarsalis",50,1,25.8,"Nebraska"
2024,35,"Culex tarsalis",50,1,30.3,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,23.1,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,31.2,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",41,1,23.5,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,32,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,34.4,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,23.4,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",26,1,31.6,"Nebraska"
2024,35,"Culex tarsalis",20,1,37.8,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,32.4,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,24.2,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,24.9,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,34.9,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,28.7,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,32.5,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,34.2,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,29.1,"Nebraska"
2024,35,"Culex pipiens/restuans/salinarius",50,1,29.1,"Nebraska"
2024,36,"Culex tarsalis",1,1,37,"Nebraska"
2024,36,"Culex pipiens/restuans/salinarius",21,1,36.5,"Nebraska"
2024,36,"Culex pipiens/restuans/salinarius",50,1,20,"Nebraska"
2024,36,"Culex tarsalis",15,1,32,"Nebraska"
2024,36,"Culex tarsalis",9,1,21.9,"Nebraska"
2024,37,"Culex pipiens/restuans/salinarius",1,1,36.8,"Nebraska"
2024,37,"Culex tarsalis",43,1,22,"Nebraska"
2024,37,"Culex pipiens/restuans/salinarius",50,1,22.4,"Nebraska"
2024,37,"Culex pipiens/restuans/salinarius",50,1,34.8,"Nebraska"
2024,37,"Culex pipiens/restuans/salinarius",19,1,38.5,"Nebraska"
2024,37,"Culex pipiens/restuans/salinarius",50,1,24.8,"Nebraska"
2024,37,"Culex pipiens/restuans/salinarius",4,1,20.9,"Nebraska"
2024,38,"Culex pipiens/restuans/salinarius",11,1,21.7,"Nebraska"
2024,38,"Culex pipiens/restuans/salinarius",50,1,37.4,"Nebraska"
2024,39,"Culex pipiens/restuans/salinarius",50,1,NA,"Nebraska"
2022,28,"Pipiens",2,1,27.78,"Nebraska"
2022,31,"Pipiens",11,1,21.62,"Nebraska"
2022,31,"Tarsalis",25,1,31.41,"Nebraska"
2022,32,"Tarsalis",50,1,27.26,"Nebraska"
2022,32,"Tarsalis",50,1,30.81,"Nebraska"
2022,33,"Tarsalis",28,1,26.88,"Nebraska"
2022,33,"Pipiens",50,1,27.59,"Nebraska"
2022,33,"Pipiens",50,1,35.25,"Nebraska"
2022,33,"Pipiens",50,1,25.57,"Nebraska"
2022,33,"Pipiens",50,1,26.08,"Nebraska"
2022,33,"Pipiens",50,1,38.02,"Nebraska"
2022,33,"Pipiens",50,1,27.29,"Nebraska"
2022,33,"Pipiens",46,1,23.27,"Nebraska"
2022,34,"Pipiens",6,1,39.37,"Nebraska"
2022,34,"Tarsalis",50,1,23.71,"Nebraska"
2022,34,"Tarsalis",50,1,27.17,"Nebraska"
2022,34,"Tarsalis",50,1,27.09,"Nebraska"
2022,34,"Tarsalis",32,1,21.83,"Nebraska"
2022,34,"Tarsalis",32,1,28.21,"Nebraska"
2022,34,"Pipiens",40,1,21.28,"Nebraska"
2022,34,"Tarsalis",37,1,35.87,"Nebraska"
2022,34,"Pipiens",22,1,20.84,"Nebraska"
2022,34,"Tarsalis",50,1,22.5,"Nebraska"
2022,35,"Tarsalis",37,1,27.52,"Nebraska"
2022,35,"Pipiens",18,1,24.6,"Nebraska"
2022,35,"Tarsalis",50,1,35.61,"Nebraska"
2022,35,"Pipiens",4,1,25.3,"Nebraska"
2022,35,"Pipiens",8,1,39.02,"Nebraska"
2022,35,"Tarsalis",16,1,23.54,"Nebraska"
2022,35,"Pipiens",41,1,23.1,"Nebraska"
2022,35,"Pipiens",50,1,22.01,"Nebraska"
2022,35,"Tarsalis",27,1,34.8,"Nebraska"
2022,35,"Pipiens",38,1,34.3,"Nebraska"
2022,35,"Pipiens",31,1,27.2,"Nebraska"
2022,35,"Pipiens",50,1,37.3,"Nebraska"
2022,35,"Pipiens",50,1,30.6,"Nebraska"
2022,35,"Pipiens",50,1,36.4,"Nebraska"
2022,35,"Pipiens",50,1,38.3,"Nebraska"
2022,35,"Pipiens",50,1,28.1,"Nebraska"
2022,35,"Pipiens",50,1,37.9,"Nebraska"
2022,35,"Pipiens",50,1,23.4,"Nebraska"
2022,35,"Pipiens",50,1,34.2,"Nebraska"
2022,35,"Pipiens",50,1,25.5,"Nebraska"
2022,35,"Pipiens",50,1,28.3,"Nebraska"
2022,35,"Pipiens",50,1,36.3,"Nebraska"
2022,35,"Pipiens",50,1,29.3,"Nebraska"
2022,35,"Pipiens",50,1,26.96,"Nebraska"
2022,35,"Pipiens",50,1,26.9,"Nebraska"
2022,35,"Pipiens",50,1,26.1,"Nebraska"
2022,35,"Pipiens",50,1,30.3,"Nebraska"
2022,35,"Pipiens",50,1,23.8,"Nebraska"
2022,35,"Pipiens",50,1,25.2,"Nebraska"
2022,36,"Tarsalis",42,1,22.9,"Nebraska"
2022,36,"Tarsalis",18,1,23.1,"Nebraska"
2022,36,"Tarsalis",50,1,24.1,"Nebraska"
2022,36,"Pipiens",10,1,22.5,"Nebraska"
2022,36,"Tarsalis",50,1,24.9,"Nebraska"
2022,36,"Pipiens",24,1,29,"Nebraska"
2022,36,"Tarsalis",50,1,22,"Nebraska"
2022,36,"Tarsalis",50,1,23.8,"Nebraska"
2022,36,"Tarsalis",50,1,24.1,"Nebraska"
2022,36,"Pipiens",50,1,25.1,"Nebraska"
2022,36,"Pipiens",50,1,21.2,"Nebraska"
2022,36,"Pipiens",50,1,25.5,"Nebraska"
2022,36,"Pipiens",17,1,25.5,"Nebraska"
2022,36,"Pipiens",24,1,27.8,"Nebraska"
2022,36,"Tarsalis",50,1,29.1,"Nebraska"
2022,36,"Tarsalis",50,1,26.2,"Nebraska"
2022,36,"Tarsalis",50,1,39.3,"Nebraska"
2022,36,"Tarsalis",50,1,29.7,"Nebraska"
2022,37,"Tarsalis",14,1,20.1,"Nebraska"
2022,37,"Pipiens",50,1,19.4,"Nebraska"
2022,37,"Tarsalis",16,1,24.1,"Nebraska"
2022,37,"Pipiens",50,1,30.6,"Nebraska"
2022,37,"Pipiens",50,1,21,"Nebraska"
2022,37,"Pipiens",50,1,37,"Nebraska"
2022,37,"Pipiens",50,1,20.4,"Nebraska"
2022,37,"Pipiens",50,1,37.2,"Nebraska"
2022,37,"Pipiens",50,1,20.7,"Nebraska"
2022,37,"Pipiens",32,1,21.1,"Nebraska"
2022,38,"Pipiens",50,1,23.75,"Nebraska"
2022,38,"Tarsalis",48,1,27.03,"Nebraska"
2022,38,"Pipiens",11,1,21.21,"Nebraska"
2022,38,"Pipiens",1,1,19.13,"Nebraska"
2022,38,"Pipiens",2,1,34.93,"Nebraska"
2023,25,"Pipiens",13,1,34.3,"Nebraska"
2023,25,"Pipiens",9,1,20,"Nebraska"
2023,25,"Tarsalis",50,1,30.8,"Nebraska"
2023,26,"Tarsalis",50,1,25.3,"Nebraska"
2023,26,"Tarsalis",50,1,25.2,"Nebraska"
2023,26,"Tarsalis",10,1,34.4,"Nebraska"
2023,27,"Tarsalis",50,1,27.1,"Nebraska"
2023,28,"Tarsalis",50,1,27.3,"Nebraska"
2023,28,"Tarsalis",50,1,22.6,"Nebraska"
2023,28,"Tarsalis",50,1,23.1,"Nebraska"
2023,28,"Tarsalis",50,1,36.1,"Nebraska"
2023,28,"Tarsalis",50,1,27.7,"Nebraska"
2023,28,"Tarsalis",50,1,32.7,"Nebraska"
2023,28,"Tarsalis",50,1,22,"Nebraska"
2023,28,"Pipiens",10,1,27.5,"Nebraska"
2023,28,"Pipiens",47,1,31.9,"Nebraska"
2023,28,"Tarsalis",49,1,23,"Nebraska"
2023,29,"Pipiens",14,1,38.6,"Nebraska"
2023,29,"Tarsalis",20,1,23.1,"Nebraska"
2023,29,"Tarsalis",50,1,22.9,"Nebraska"
2023,29,"Tarsalis",50,1,24,"Nebraska"
2023,29,"Tarsalis",50,1,37.1,"Nebraska"
2023,29,"Tarsalis",50,1,25.4,"Nebraska"
2023,29,"Tarsalis",50,1,26.9,"Nebraska"
2023,29,"Tarsalis",50,1,27.8,"Nebraska"
2023,29,"Tarsalis",50,1,24.7,"Nebraska"
2023,29,"Tarsalis",50,1,28.8,"Nebraska"
2023,29,"Tarsalis",50,1,34.4,"Nebraska"
2023,29,"Tarsalis",50,1,38.6,"Nebraska"
2023,29,"Tarsalis",50,1,24,"Nebraska"
2023,29,"Tarsalis",50,1,26,"Nebraska"
2023,29,"Tarsalis",50,1,36.6,"Nebraska"
2023,29,"Tarsalis",50,1,36.9,"Nebraska"
2023,29,"Tarsalis",50,1,36.3,"Nebraska"
2023,29,"Tarsalis",50,1,31,"Nebraska"
2023,29,"Tarsalis",50,1,22.5,"Nebraska"
2023,29,"Tarsalis",50,1,28.7,"Nebraska"
2023,29,"Tarsalis",50,1,36.3,"Nebraska"
2023,29,"Tarsalis",50,1,39.2,"Nebraska"
2023,29,"Tarsalis",50,1,37.2,"Nebraska"
2023,29,"Tarsalis",50,1,35,"Nebraska"
2023,29,"Tarsalis",50,1,23.9,"Nebraska"
2023,29,"Tarsalis",50,1,35.8,"Nebraska"
2023,29,"Tarsalis",50,1,23,"Nebraska"
2023,29,"Tarsalis",50,1,22.2,"Nebraska"
2023,29,"Tarsalis",50,1,35.2,"Nebraska"
2023,29,"Pipiens",50,1,38.6,"Nebraska"
2023,29,"Pipiens",4,1,20,"Nebraska"
2023,29,"Tarsalis",17,1,36.3,"Nebraska"
2023,29,"Tarsalis",50,1,35.3,"Nebraska"
2023,29,"Tarsalis",50,1,26.1,"Nebraska"
2023,29,"Tarsalis",50,1,34.3,"Nebraska"
2023,29,"Tarsalis",50,1,22.4,"Nebraska"
2023,29,"Tarsalis",50,1,34.7,"Nebraska"
2023,29,"Tarsalis",50,1,26.2,"Nebraska"
2023,29,"Tarsalis",50,1,20,"Nebraska"
2023,29,"Tarsalis",49,1,32.3,"Nebraska"
2023,29,"Pipiens",25,1,38.1,"Nebraska"
2023,30,"Tarsalis",50,1,25.8,"Nebraska"
2023,30,"Tarsalis",50,1,36.2,"Nebraska"
2023,30,"Tarsalis",50,1,36.5,"Nebraska"
2023,30,"Tarsalis",50,1,19.5,"Nebraska"
2023,30,"Tarsalis",50,1,28,"Nebraska"
2023,30,"Tarsalis",50,1,25,"Nebraska"
2023,30,"Tarsalis",50,1,37.2,"Nebraska"
2023,30,"Tarsalis",50,1,38.1,"Nebraska"
2023,30,"Tarsalis",50,1,37.6,"Nebraska"
2023,30,"Tarsalis",50,1,23,"Nebraska"
2023,30,"Tarsalis",50,1,37.5,"Nebraska"
2023,30,"Tarsalis",50,1,24.4,"Nebraska"
2023,30,"Tarsalis",50,1,38.5,"Nebraska"
2023,30,"Tarsalis",50,1,37.2,"Nebraska"
2023,30,"Tarsalis",50,1,37.9,"Nebraska"
2023,30,"Tarsalis",50,1,38.3,"Nebraska"
2023,30,"Tarsalis",50,1,36.3,"Nebraska"
2023,30,"Tarsalis",50,1,21.5,"Nebraska"
2023,30,"Tarsalis",50,1,34.2,"Nebraska"
2023,30,"Tarsalis",50,1,28.7,"Nebraska"
2023,30,"Tarsalis",50,1,31.6,"Nebraska"
2023,30,"Tarsalis",50,1,38.5,"Nebraska"
2023,30,"Tarsalis",50,1,33,"Nebraska"
2023,30,"Tarsalis",50,1,37.1,"Nebraska"
2023,30,"Tarsalis",50,1,24.1,"Nebraska"
2023,30,"Tarsalis",50,1,35.5,"Nebraska"
2023,30,"Tarsalis",50,1,20.1,"Nebraska"
2023,30,"Tarsalis",50,1,34.4,"Nebraska"
2023,30,"Tarsalis",50,1,20.3,"Nebraska"
2023,30,"Tarsalis",2,1,37.8,"Nebraska"
2023,30,"Tarsalis",3,1,38.9,"Nebraska"
2023,29,"Tarsalis",4,1,23,"Nebraska"
2023,30,"Pipiens",2,1,24,"Nebraska"
2023,31,"Tarsalis",23,1,37.5,"Nebraska"
2023,31,"Pipiens",50,1,21.9,"Nebraska"
2023,31,"Pipiens",50,1,23.4,"Nebraska"
2023,31,"Pipiens",17,1,26.7,"Nebraska"
2023,32,"Pipiens",50,1,34.4,"Nebraska"
2023,32,"Pipiens",50,1,31.7,"Nebraska"
2023,32,"Pipiens",50,1,24.2,"Nebraska"
2023,32,"Pipiens",50,1,23.3,"Nebraska"
2023,32,"Pipiens",50,1,30.9,"Nebraska"
2023,32,"Pipiens",7,1,27.2,"Nebraska"
2023,32,"Tarsalis",4,1,17.8,"Nebraska"
2023,32,"Tarsalis",17,1,20.2,"Nebraska"
2023,32,"Tarsalis",50,1,20.5,"Nebraska"
2023,32,"Tarsalis",50,1,21.4,"Nebraska"
2023,32,"Tarsalis",50,1,24.4,"Nebraska"
2023,32,"Tarsalis",42,1,26.4,"Nebraska"
2023,32,"Pipiens",50,1,36.9,"Nebraska"
2023,32,"Pipiens",38,1,37.1,"Nebraska"
2023,32,"Pipiens",50,1,37.7,"Nebraska"
2023,32,"Pipiens",50,1,30.2,"Nebraska"
2023,32,"Pipiens",50,1,38.2,"Nebraska"
2023,32,"Pipiens",50,1,37.2,"Nebraska"
2023,32,"Pipiens",50,1,24.7,"Nebraska"
2023,32,"Pipiens",50,1,36.4,"Nebraska"
2023,32,"Pipiens",50,1,34.9,"Nebraska"
2023,32,"Tarsalis",50,1,33.1,"Nebraska"
2023,32,"Tarsalis",50,1,36.9,"Nebraska"
2023,32,"Tarsalis",50,1,29,"Nebraska"
2023,32,"Tarsalis",50,1,36.3,"Nebraska"
2023,32,"Tarsalis",36,1,37.1,"Nebraska"
2023,32,"Tarsalis",50,1,20.2,"Nebraska"
2023,32,"Tarsalis",33,1,18.8,"Nebraska"
2023,32,"Pipiens",6,1,38.2,"Nebraska"
2023,32,"Pipiens",11,1,33.8,"Nebraska"
2023,33,"Pipiens",50,1,34.8,"Nebraska"
2023,33,"Pipiens",50,1,31.9,"Nebraska"
2023,33,"Pipiens",50,1,35.48,"Nebraska"
2023,33,"Pipiens",47,1,31.2,"Nebraska"
2023,33,"Pipiens",50,1,29.4,"Nebraska"
2023,33,"Tarsalis",50,1,22.1,"Nebraska"
2023,33,"Tarsalis",50,1,25.7,"Nebraska"
2023,33,"Tarsalis",50,1,22,"Nebraska"
2023,33,"Tarsalis",50,1,20.1,"Nebraska"
2023,33,"Tarsalis",50,1,21.4,"Nebraska"
2023,33,"Tarsalis",46,1,22.3,"Nebraska"
2023,33,"Tarsalis",50,1,22,"Nebraska"
2023,33,"Tarsalis",50,1,24,"Nebraska"
2023,33,"Tarsalis",50,1,37.1,"Nebraska"
2023,33,"Tarsalis",50,1,27.3,"Nebraska"
2023,33,"Tarsalis",45,1,29,"Nebraska"
2023,33,"Pipiens",50,1,34.9,"Nebraska"
2023,33,"Pipiens",50,1,38.5,"Nebraska"
2023,33,"Pipiens",50,1,30,"Nebraska"
2023,33,"Pipiens",50,1,37.7,"Nebraska"
2023,33,"Pipiens",50,1,37.6,"Nebraska"
2023,33,"Pipiens",50,1,36.7,"Nebraska"
2023,33,"Pipiens",50,1,24.5,"Nebraska"
2023,33,"Pipiens",50,1,26,"Nebraska"
2023,33,"Pipiens",50,1,35.8,"Nebraska"
2023,33,"Pipiens",50,1,37.1,"Nebraska"
2023,33,"Pipiens",50,1,30,"Nebraska"
2023,33,"Pipiens",50,1,34.3,"Nebraska"
2023,33,"Pipiens",50,1,35.5,"Nebraska"
2023,33,"Pipiens",50,1,38.2,"Nebraska"
2023,33,"Pipiens",50,1,36.3,"Nebraska"
2023,33,"Pipiens",50,1,23.7,"Nebraska"
2023,33,"Pipiens",50,1,34.5,"Nebraska"
2023,33,"Pipiens",50,1,38.6,"Nebraska"
2023,33,"Pipiens",50,1,36.4,"Nebraska"
2023,33,"Pipiens",50,1,36.9,"Nebraska"
2023,33,"Pipiens",27,1,28.5,"Nebraska"
2023,33,"Tarsalis",50,1,38.3,"Nebraska"
2023,33,"Tarsalis",33,1,19.3,"Nebraska"
2023,33,"Tarsalis",36,1,20.8,"Nebraska"
2023,34,"Tarsalis",50,1,27.2,"Nebraska"
2023,34,"Tarsalis",50,1,26.5,"Nebraska"
2023,34,"Tarsalis",50,1,24.7,"Nebraska"
2023,34,"Tarsalis",50,1,29.5,"Nebraska"
2023,34,"Pipiens",50,1,26.3,"Nebraska"
2023,34,"Pipiens",50,1,31.5,"Nebraska"
2023,34,"Tarsalis",50,1,24.5,"Nebraska"
2023,34,"Tarsalis",50,1,23.9,"Nebraska"
2023,34,"Tarsalis",27,1,24.5,"Nebraska"
2023,34,"Tarsalis",50,1,27.4,"Nebraska"
2023,34,"Pipiens",50,1,28.4,"Nebraska"
2023,34,"Tarsalis",30,1,20.7,"Nebraska"
2023,34,"Tarsalis",9,1,23.9,"Nebraska"
2023,34,"Pipiens",50,1,27.2,"Nebraska"
2023,34,"Tarsalis",43,1,23.9,"Nebraska"
2023,34,"Tarsalis",27,1,26.4,"Nebraska"
2023,34,"Tarsalis",37,1,23.1,"Nebraska"
2023,35,"Pipiens",42,1,22.1,"Nebraska"
2023,35,"Tarsalis",6,1,37.4,"Nebraska"
2023,35,"Tarsalis",36,1,19.1,"Nebraska"
2023,35,"Pipiens",50,1,22.2,"Nebraska"
2023,35,"Tarsalis",18,1,20.1,"Nebraska"
2023,35,"Pipiens",39,1,18.9,"Nebraska"
2023,35,"Pipiens",1,1,37.1,"Nebraska"
2023,35,"Tarsalis",5,1,16.8,"Nebraska"
2023,35,"Tarsalis",28,1,19.8,"Nebraska"
2023,36,"Pipiens",22,1,32.58,"Nebraska"
2023,36,"Tarsalis",10,1,24.42,"Nebraska"
2023,36,"Pipiens",15,1,25.32,"Nebraska"
2023,36,"Tarsalis",17,1,24.84,"Nebraska"
2023,36,"Pipiens",7,1,20.79,"Nebraska"
2023,36,"Pipiens",9,1,21.89,"Nebraska"
2023,36,"Tarsalis",4,1,19.84,"Nebraska"
2023,37,"Pipiens",50,1,38.1,"Nebraska"
2023,37,"Tarsalis",35,1,37.9,"Nebraska"
2023,37,"Pipiens",1,1,19.2,"Nebraska"
2023,37,"Pipiens",17,1,23.3,"Nebraska"
2023,37,"Pipiens",30,1,31.9,"Nebraska"
2023,38,"Pipiens",4,1,19.14,"Nebraska"
2023,38,"Pipiens",2,1,19.64,"Nebraska"
2023,39,"Pipiens",6,1,24.3,"Nebraska"
2024,24,"Tarsalis",21,1,35.3,"Nebraska"
2024,24,"Tarsalis",26,1,20.4,"Nebraska"
2024,26,"Tarsalis",19,1,25.28,"Nebraska"
2024,27,"Pipiens",13,1,27.3,"Nebraska"
2024,27,"Tarsalis",38,1,28.7,"Nebraska"
2024,28,"Tarsalis",50,1,23.4,"Nebraska"
2024,28,"Tarsalis",47,1,30.5,"Nebraska"
2024,28,"Tarsalis",50,1,26.4,"Nebraska"
2024,28,"Tarsalis",1,1,37.4,"Nebraska"
2024,28,"Tarsalis",31,1,21.3,"Nebraska"
2024,29,"Tarsalis",50,1,26.1,"Nebraska"
2024,29,"Tarsalis",50,1,26.5,"Nebraska"
2024,29,"Tarsalis",50,1,21,"Nebraska"
2024,29,"Tarsalis",50,1,25.8,"Nebraska"
